id,llave,proveedor,pedido,requisicion,lote,clave,descripcion,marca,unidad,cantidad,precio,tipo,cause,controlado
1410,P-16-0003|disur|670,disur,P-16-0003,301,670,060.231.0633," CAMPO HENDIDO PARA OTORRINOLARINGOLOGIA, ANESTESIOLOGIA Y OTROS. DE TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS, COLOR ANTIRREFLEJANTE, NO TRANSPARENTE, ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN EN USO NORMAL. ESTÉRIL Y DESECHABLE. MEDIDAS: 70 ±5 CM X 70±5 CM. PIEZA.",GRUPO ATOF DIVISION HOSPITALARIA,PIEZA,1,21.87,2,0,0
1411,P-16-0003|disur|671,disur,P-16-0003,301,671,060.168.8211,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIO PACO, CON ENDOCÁNULA. PLACA DE RETENCIÓN CON ANILLO ROSCADO PARA LA FIJACIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 6.0 MM ± 0.2 MM 8.5 MM ± 0.5 MM 64 MM ± 5 MM.","MMJ, S.A. DE C.V.",PIEZA,1,1893.96,2,0,0
1412,P-16-0003|disur|672,disur,P-16-0003,301,672,060.168.8237,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIO PACO, CON ENDOCÁNULA. PLACA DE RETENCIÓN CON ANILLO ROSCADO PARA LA FIJACIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:7.0 MM ± 0.2 MM 9.6 MM ± 0.5 MM 70 MM ± 5 MM.","MMJ, S.A. DE C.V.",PIEZA,1,1661.62,2,0,0
1413,P-16-0003|disur|673,disur,P-16-0003,301,673,060.168.8245,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIO PACO, CON ENDOCÁNULA. PLACA DE RETENCIÓN CON ANILLO ROSCADO PARA LA FIJACIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:8.0 MM ± 0.2 MM 11.3 MM ± 0.5 MM 74 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1661.62,2,0,0
1414,P-16-0003|disur|674,disur,P-16-0003,301,674,060.168.0945,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 7.0 MM ± 0.2 MM 9.4 MM ± 0.6 MM 70 MM ± 5 MM.","MMJ, S.A. DE C.V.",PIEZA,1,1661.62,2,0,0
1415,P-16-0003|disur|675,disur,P-16-0003,301,675,060.168.8138,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 8.0 MM ± 0.2 MM 11.3 MM ± 0.5 MM 74 MM ± 5 MM.","MMJ, S.A. DE C.V.",PIEZA,1,1157.09,2,0,0
1416,P-16-0003|disur|676,disur,P-16-0003,301,676,060.168.8146," PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 9.0 MM ± 0.2 MM 11.4 MM ± 1.2 MM 80 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1157.09,2,0,0
1417,P-16-0003|disur|677,disur,P-16-0003,301,677,060.168.8161,"PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 10 .0 MM ± 0.2 MM 13.0 MM ± 1.0 MM 84 MM ± 5 MM. PIEZA. ","MMJ, S.A. DE C.V.",PIEZA,1,1661.62,2,0,0
1418,P-16-0003|disur|678,disur,P-16-0003,301,678,060.166.0301," PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 3.0 MM ± 0.15 MM 5.0 MM ± 0.5 MM 37 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1661.62,2,0,0
1419,P-16-0003|disur|679,disur,P-16-0003,301,679,060.167.6935,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:3.5 MM ± 0.15 MM 5.3 MM ± 0.5 MM 40 MM ± 5 MM.","MMJ, S.A. DE C.V.",PIEZA,1,1033.64,2,0,0
1420,P-16-0003|disur|680,disur,P-16-0003,301,680,060.167.0920," PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:4.0 MM ± 0.15 MM 6.1 MM ± 0.5 MM 41 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1033.64,2,0,0
1421,P-16-0003|disur|681,disur,P-16-0003,301,681,060.167.0946," PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:4.5 MM ± 0.15 MM 6.6 MM ± 0.5 MM 45 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1033.64,2,0,0
1422,P-16-0003|disur|682,disur,P-16-0003,301,682,060.167.8725,"PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:5.0 MM ± 0.15 MM 7.4 MM ± 0.5 MM 45 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1033.64,2,0,0
1423,P-16-0003|disur|683,disur,P-16-0003,301,683,060.167.0979," PARA TRAQUEOSTOMÍA, PEDIÁTRICA, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD:5.5 MM ± 0.15 MM 7.8 MM ± 0.5 MM 48 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1033.64,2,0,0
1424,P-16-0003|disur|684,disur,P-16-0003,301,684,060.166.2943,"PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 2.5 MM ± 0.15 MM 4.5 MM ± 0.5 MM 30 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1661.62,2,0,0
1425,P-16-0003|disur|685,disur,P-16-0003,301,685,060.166.3008,"PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 3.0 MM ± 0.15 MM 5.2 MM ± 0.5 MM 32 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1033.64,2,0,0
1426,P-16-0003|disur|686,disur,P-16-0003,301,686,060.166.3016," PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE. DIÁMETRO DIÁMETRO INTERNO: EXTERNO: LONGITUD: 3.5 MM ± 0.15 MM 5.8 MM ± 0.5 MM 34 MM ± 5 MM. ","MMJ, S.A. DE C.V.",PIEZA,1,1033.64,2,0,0
1427,P-16-0005|exfarma|1,exfarma,P-16-0005,299,1,010.000.0101.00,ÁCIDO ACETILSALICÍLICO TABLETA. Cada tableta contiene: Ácido acetilsalicílico 500 mg.,GENERICO,Envase con 20 tabletas.,1,6.25,1,1,0
1428,P-16-0005|exfarma|2,exfarma,P-16-0005,299,2,010.000.0103.00,ÁCIDO ACETILSALICÍLICO TABLETA SOLUBLE O EFERVESCENTE. Cada tableta soluble o efervescente contiene: Ácido acetilsalicílico 300 mg.,GENERICO,Envase con 20 tabletas solubles o efervescentes.,1,3.88,1,1,0
1429,P-16-0005|exfarma|3,exfarma,P-16-0005,299,3,010.000.0104.00,PARACETAMOL TABLETA. Cada tableta contiene: Paracetamol 500 mg.,GENERICO,Envase con 10 tabletas.,1,2.52,1,1,0
1430,P-16-0005|exfarma|4,exfarma,P-16-0005,299,4,010.000.0105.00,PARACETAMOL SUPOSITORIO. Cada supositorio contiene: Paracetamol 300 mg.,GENERICO,Envase con 3 supositorios.,1,3.4,1,1,0
1431,P-16-0005|exfarma|5,exfarma,P-16-0005,299,5,010.000.0106.00,"PARACETAMOL SOLUCIÓN ORAL. Cada ml. contiene: Paracetamol 100 mg. Envase con 15 ml, gotero calibrado a 0.5 y 1 ml, integrado o adjunto al envase que sirve de tapa.",GENERICO,ENVASE,1,3.05,1,1,0
1432,P-16-0005|exfarma|6,exfarma,P-16-0005,299,6,010.000.0108.00,METAMIZOL SÓDICO COMPRIMIDO. Cada comprimido contiene: Metamizol sódico 500 mg.,GENERICO,Envase con 10 comprimidos.,1,3.09,1,1,0
1433,P-16-0005|exfarma|7,exfarma,P-16-0005,299,7,010.000.0109.00,"METAMIZOL SÓDICO, SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Metamizol sódico 1g.",GENERICO,Envase con 3 ampolletas con 2 ml.,1,6.2,1,1,0
1434,P-16-0005|exfarma|8,exfarma,P-16-0005,299,8,010.000.0204.00,ATROPINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Sulfato de atropina 1 mg. Envase con 50 ampolletas con 1 ml.,GENERICO,Envase,1,93.22,1,1,0
1435,P-16-0005|exfarma|9,exfarma,P-16-0005,299,9,010.000.0233.00,SEVOFLURANO LÍQUIDO O SOLUCIÓN. Cada envase contiene: Sevoflurano 250 ml. Envase con 250 ml. de lÍquido o solución.,GENERICO,Envase,1,909.05,1,1,1
1436,P-16-0005|exfarma|10,exfarma,P-16-0005,299,10,010.000.0234.00,DESFLURANO LÍQUIDO. Cada envase contiene: Desflurano 240 ml. Envase con 240 ml.,SUPRANE,Envase,1,1633.5,1,1,1
1437,P-16-0005|exfarma|11,exfarma,P-16-0005,299,11,010.000.0246.00,PROPOFOL EMULSIÓN INYECTABLE. Cada ampolleta o frasco ámpula contiene: Propofol 200 mg. En emulsión con edetato disódico (dihidratado). Envase con 5 ampolletas o frascos ámpula de 20 ml.,GENERICO,Envase,1,629.99,1,1,1
1438,P-16-0005|exfarma|12,exfarma,P-16-0005,299,12,010.000.0247.00,DEXMEDETOMIDINA SOLUCIÓN INYECTABLE. Cada frasco ámpula contiene: Clorhidrato de dexmedetomidina 200 µg. Envase con 1 frasco ámpula.,GENERICO,Envase,1,877.5,1,1,1
1439,P-16-0005|exfarma|13,exfarma,P-16-0005,299,13,010.000.0252.00,"CLORURO DE SUXAMETONIO, SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Cloruro de suxametonio 40 mg. Envase con 5 ampolletas con 2 ml.",GENERICO,Envase,1,203.53,1,1,1
1440,P-16-0005|exfarma|14,exfarma,P-16-0005,299,14,010.000.0254.00,VECURONIO SOLUCIÓN INYECTABLE. Cada frasco ámpula con liofilizado contiene: Bromuro de vecuronio 4 mg. Envase con 50 frascos ámpula y 50 ampolletas con 1 ml. de diluyente (4 mg. /ml.).,GENERICO,Envase,1,745.06,1,1,1
1441,P-16-0005|exfarma|15,exfarma,P-16-0005,299,15,010.000.0260.02,LIDOCAÍNA GEL. Cada ml. contiene: Clorhidrato de lidocaína 20 mg. Envase con 30 ml.,GENERICO,Envase,1,89.29,1,1,0
1442,P-16-0005|exfarma|16,exfarma,P-16-0005,299,16,010.000.0261.00,LIDOCAÍNA SOLUCIÓN INYECTABLE AL 1%. Cada frasco ámpula contiene: Clorhidrato de lidocaína 500 mg. Envase con 5 frascos ámpula de 50 ml.,GENERICO,Envase,1,74.12,1,1,0
1443,P-16-0005|exfarma|17,exfarma,P-16-0005,299,17,010.000.0262.00,LIDOCAÍNA SOLUCIÓN INYECTABLE AL 2%. Cada frasco ámpula contiene: Clorhidrato de lidocaína 1g. Envase con 5 frascos ámpula con 50 ml.,GENERICO,Envase,1,78.69,1,1,0
1444,P-16-0005|exfarma|18,exfarma,P-16-0005,299,18,010.000.0263.00,LIDOCAÍNA SOLUCIÓN INYECTABLE AL 5%. Cada ampolleta contiene: Clorhidrato de lidocaína 100 mg. Glucosa monohidratada 150 mg. Envase con 50 ampolletas con 2 ml.,GENERICO,Envase,1,215.55,1,1,0
1445,P-16-0005|exfarma|19,exfarma,P-16-0005,299,19,010.000.0264.00,LIDOCAÍNA SOLUCIÓN AL 10%. Cada 100 ml. contiene: Lidocaína 10.0 g. Envase con 115 ml. con atomizador manual.,GENERICO,Envase,1,81.76,1,1,0
1446,P-16-0005|exfarma|20,exfarma,P-16-0005,299,20,010.000.0265.00,"LIDOCAÍNA, EPINEFRINA SOLUCIÓN INYECTABLE AL 2%. Cada frasco ámpula contiene: Clorhidrato de lidocaína 1 g. Epinefrina (1:200000) 0.25 mg. Envase con 5 frascos ámpula con 50 ml.",GENERICO,Envase,1,96.17,1,1,0
1447,P-16-0005|exfarma|21,exfarma,P-16-0005,299,21,010.000.0267.00,"LIDOCAÍNA, EPINEFRINA SOLUCIÓN INYECTABLE AL 2%. Cada cartucho dental contiene: Clorhidrato de lidocaína 36 mg. Epinefrina (1:100000) 0.018 mg. Envase con 50 cartuchos dentales con 1.8 ml.",GENERICO,Envase,1,77.53,1,1,0
1448,P-16-0005|exfarma|22,exfarma,P-16-0005,299,22,010.000.0269.00,ROPIVACAÍNA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de ropivacaína monohidratada equivalente a 40 mg. de clorhidrato de ropivacaína. Envase con 5 ampolletas con 20 ml.,GENERICO,Envase,1,335.04,1,1,1
1449,P-16-0005|exfarma|23,exfarma,P-16-0005,299,23,010.000.0271.00,BUPIVACAÍNA SOLUCIÓN INYECTABLE. Cada ml. contiene: Clorhidrato de bupivacaína 5 mg. Envase con 30 ml.,GENERICO,Envase,1,41.77,1,1,1
1450,P-16-0005|exfarma|24,exfarma,P-16-0005,299,24,010.000.0291.00,NEOSTIGMINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Metilsulfato de neostigmina 0.5 mg. Envase con 6 ampolletas con 1 ml.,GENERICO,Envase,1,78.77,1,1,0
1451,P-16-0005|exfarma|25,exfarma,P-16-0005,299,25,010.000.0402.00,CLORFENAMINA TABLETA. Cada tableta contiene: Maleato de clorfenamina 4.0 mg. Envase con 20 tabletas.,GENERICO,Envase,1,2.31,1,1,0
1452,P-16-0005|exfarma|26,exfarma,P-16-0005,299,26,010.000.0405.00,DIFENHIDRAMINA JARABE. Cada 100 mililitros contienen: Clorhidrato de difenhidramina 250 mg. Envase con 60 ml.,GENERICO,Envase,1,2.49,1,1,0
1453,P-16-0005|exfarma|27,exfarma,P-16-0005,299,27,010.000.0406.00,DIFENHIDRAMINA SOLUCIÓN INYECTABLE. Cada frasco ámpula contiene: Clorhidrato de difenhidramina 100 mg. Envase con frasco ámpula de 10 ml.,GENERICO,Envase,1,14.13,1,1,0
1454,P-16-0005|exfarma|28,exfarma,P-16-0005,299,28,010.000.0408.00,CLORFENAMINA JARABE. Cada mililitro contiene: Maleato de clorfenamina 0.5 mg. Envase con 60 ml.,GENERICO,Envase,1,3.31,1,1,0
1455,P-16-0005|exfarma|29,exfarma,P-16-0005,299,29,010.000.0426.00,AMINOFILINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Aminofilina 250 mg. Envase con 5 ampolletas de 10 ml.,GENERICO,Envase,1,17.54,1,1,0
1456,P-16-0005|exfarma|30,exfarma,P-16-0005,299,30,010.000.0429.00,SALBUTAMOL SUSPENSIÓN EN AEROSOL. Cada inhalador contiene: Salbutamol 20 mg. o Sulfato de salbutamol equivalente a 20 mg. de salbutamol. Envase con,GENERICO,Envase,1,15.35,1,1,0
1457,P-16-0005|exfarma|31,exfarma,P-16-0005,299,31,010.000.0431.00,SALBUTAMOL JARABE. Cada 5 ml. contienen: Sulfato de salbutamol equivalente a 2 mg. de salbutamol. Envase con 60 ml.,GENERICO,Envase,1,2.89,1,1,0
1458,P-16-0005|exfarma|32,exfarma,P-16-0005,299,32,010.000.0432.00,TERBUTALINA SOLUCIÓN INYECTABLE. Cada ml. contiene: Sulfato de terbutalina 0.25 mg. Envase con 3 ampolletas.,GENERICO,Envase,1,17.41,1,1,0
1459,P-16-0005|exfarma|33,exfarma,P-16-0005,299,33,010.000.0433.00,TERBUTALINA TABLETA. Cada tableta contiene: Sulfato de terbutalina 5 mg. Envase con 20 tabletas.,GENERICO,Envase,1,18.89,1,1,0
1460,P-16-0005|exfarma|34,exfarma,P-16-0005,299,34,010.000.0437.00,"TEOFILINA COMPRIMIDO O TABLETA O CÁPSULA DE LIBERACIÓN PROLONGADA. Cada comprimido, tableta o cápsula contiene: Teofilina anhidra 100 mg. Envase con 20 comprimidos o tabletas o cápsulas de liberación",GENERICO,Envase,1,19.63,1,1,0
1461,P-16-0005|exfarma|35,exfarma,P-16-0005,299,35,010.000.0438.00,TERBUTALINA POLVO. Cada dosis contiene: Sulfato de terbutalina 0.5 mg. Envase con inhalador para 200 dosis.,BRICANYL,Envase,1,156.44,1,1,0
1462,P-16-0005|exfarma|36,exfarma,P-16-0005,299,36,010.000.0439.00,SALBUTAMOL SOLUCIÓN PARA NEBULIZADOR. Cada 100 ml. contienen: Sulfato de salbutamol 0.5 g. Envase con 10 ml.,GENERICO,Envase,1,26.16,1,1,0
1463,P-16-0005|exfarma|37,exfarma,P-16-0005,299,37,010.000.0443.00,"SALMETEROL, FLUTICASONA SUSPENSIÓN EN AEROSOL. Cada gramo contiene: Xinafoato de salmeterol equivalente a 0.33 mg. de salmeterol",GENERICO,Envase,1,214.04,1,1,0
1464,P-16-0005|exfarma|38,exfarma,P-16-0005,299,38,010.000.0464.00,CROMOGLICATO DE SODIO SUSPENSIÓN AEROSOL. Cada inhalador contiene: Cromoglicato disódico 560 mg. Envase con espaciador para 112 dosis de 5 mg.,GENERICO,Envase,1,104.66,1,1,0
1465,P-16-0005|exfarma|39,exfarma,P-16-0005,299,39,010.000.0472.00,PREDNISONA TABLETA. Cada tableta contiene: Prednisona 5 mg. Envase con 20 tabletas.,GENERICO,Envase,1,6.17,1,1,0
1466,P-16-0005|exfarma|40,exfarma,P-16-0005,299,40,010.000.0473.00,PREDNISONA TABLETA. Cada tableta contiene: Prednisona 50 mg. Envase con 20 tabletas.,GENERICO,Envase,1,23.83,1,1,0
1467,P-16-0005|exfarma|41,exfarma,P-16-0005,299,41,010.000.0474.00,HIDROCORTISONA SOLUCIÓN INYECTABLE. Cada frasco ámpula contiene: Succinato sódico de hidrocortisona equivalente a 100 mg. de hidrocortisona. Envase con 50,GENERICO,Envase,1,530,1,1,0
1468,P-16-0005|exfarma|42,exfarma,P-16-0005,299,42,010.000.0476.00,METILPREDNISOLONA SOLUCIÓN INYECTABLE. Cada frasco ámpula con liofilizado contiene: Succinato sódico de metilprednisolona equivalente a 500 mg. de metilprednisolona. Envase con 50 frascos ámpula y 50 ampolletas con 8 ml. de diluyente.,GENERICO,Envase,1,3650,1,1,0
1469,P-16-0005|exfarma|43,exfarma,P-16-0005,299,43,010.000.0477.00,"DIPROPIONATO DE BECLOMETASONA, SUSPENSIÓN EN AEROSOL. Cada inhalador contiene: Dipropionato de beclometasona 10 mg. Envase con inhalador con 200",GENERICO,Envase,1,35.5,1,1,0
1470,P-16-0005|exfarma|44,exfarma,P-16-0005,299,44,010.000.0502.00,DIGOXINA TABLETA. Cada tableta contiene: Digoxina 0.25 mg. Envase con 20 tabletas.,GENERICO,Envase,1,5.04,1,1,0
1471,P-16-0005|exfarma|45,exfarma,P-16-0005,299,45,010.000.0503.00,DIGOXINA ELÍXIR. Cada ml. contiene: Digoxina 0.05 mg. Envase conteniendo 60 ml. con gotero calibrado de 1 ml. integrado o adjunto al frasco y le sirve de tapa.,GENERICO,Envase,1,124.96,1,1,0
1472,P-16-0005|exfarma|46,exfarma,P-16-0005,299,46,010.000.0504.00,DIGOXINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Digoxina 0.5 mg. Envase con 6 ampolletas de 2 ml.,GENERICO,Envase,1,56.81,1,1,0
1473,P-16-0005|exfarma|47,exfarma,P-16-0005,299,47,010.000.0514.00,PARACETAMOL SUPOSITORIO. Cada supositorio contiene: Paracetamol 100 mg.,GENERICO,Envase con 3 supositorios.,1,4.31,1,1,0
1474,P-16-0005|exfarma|48,exfarma,P-16-0005,299,48,010.000.0514.01,PARACETAMOL SUPOSITORIO. Cada supositorio contiene: Paracetamol 100 mg.,GENERICO,Envase con 6 supositorios,1,13.25,1,1,0
1475,P-16-0005|exfarma|49,exfarma,P-16-0005,299,49,010.000.0514.02,PARACETAMOL SUPOSITORIO. Cada supositorio contiene: Paracetamol 100 mg.,TEMPRA ,Envase con 10 supositorios,1,24.73,1,1,0
1476,P-16-0005|exfarma|50,exfarma,P-16-0005,299,50,010.000.0522.00,LIDOCAÍNA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de lidocaína 100 mg. Envase con 1 ampolleta de 5 ml.,GENERICO,Envase,1,80,1,1,0
1477,P-16-0005|exfarma|51,exfarma,P-16-0005,299,51,010.000.0524.00,"CLORURO DE POTASIO SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Cloruro de potasio 1.49 g. (20 mEq de potasio, 20 mEq de cloro). Envase con 50 ampolletas",GENERICO,Envase,1,82.74,1,1,0
1478,P-16-0005|exfarma|52,exfarma,P-16-0005,299,52,010.000.0525.00,FENITOÍNA TABLETA O CÁPSULA. Cada tableta o cápsula contiene: Fenitoína sódica 100 mg. Envase con 50 tabletas o cápsulas.,GENERICO,Envase,1,8.58,1,1,0
1479,P-16-0005|exfarma|53,exfarma,P-16-0005,299,53,010.000.0530.00,PROPRANOLOL TABLETA. Cada tableta contiene: Clorhidrato de propranolol 40 mg. Envase con 30 tabletas.,GENERICO,Envase,1,5.29,1,1,0
1480,P-16-0005|exfarma|54,exfarma,P-16-0005,299,54,010.000.0539.00,PROPRANOLOL TABLETA. Cada tableta contiene: Clorhidrato de propranolol 10 mg. Envase con 30 tabletas.,GENERICO,Envase,1,14.43,1,1,0
1481,P-16-0005|exfarma|55,exfarma,P-16-0005,299,55,010.000.0561.00,CLORTALIDONA TABLETA. Cada tableta contiene: Clortalidona 50 mg. Envase con 20 tabletas.,GENERICO,Envase,1,4.6,1,1,0
1482,P-16-0005|exfarma|56,exfarma,P-16-0005,299,56,010.000.0566.00,METILDOPA TABLETA. Cada tableta contiene: Metildopa 250 mg. Envase con 30 tabletas.,GENERICO,Envase,1,11.64,1,1,0
1483,P-16-0005|exfarma|57,exfarma,P-16-0005,299,57,010.000.0569.00,NITROPRUSIATO DE SODIO SOLUCIÓN INYECTABLE. Cada frasco ámpula con polvo o solución contiene: Nitroprusiato de sodio 50 mg. Envase con un frasco ámpula con o sin diluyente.,GENERICO,Envase,1,329.73,1,1,0
1484,P-16-0005|exfarma|58,exfarma,P-16-0005,299,58,010.000.0570.00,HIDRALAZINA TABLETA. Cada tableta contiene: Clorhidrato de hidralazina 10 mg. Envase con 20 tabletas.,GENERICO,Envase,1,7.13,1,1,0
1485,P-16-0005|exfarma|59,exfarma,P-16-0005,299,59,010.000.0572.00,METOPROLOL TABLETA. Cada tableta contiene: Tartrato de metoprolol 100 mg. Envase con 20 tabletas.,GENERICO,Envase,1,4.5,1,1,0
1486,P-16-0005|exfarma|60,exfarma,P-16-0005,299,60,010.000.0574.00,CAPTOPRIL TABLETA. Cada tableta contiene: Captopril 25 mg. Envase con 30 tabletas.,GENERICO,Envase,1,3.05,1,1,0
1487,P-16-0005|exfarma|61,exfarma,P-16-0005,299,61,010.000.0591.00,TRINITRATO DE GLICERILO CÁPSULA O TABLETA MASTICABLE. Cada cápsula o tableta masticable contiene: Trinitrato de glicerol 0.8 mg. Envase con 24 cápsulas o tabletas masticables.,ANGLIX,Envase,1,122.13,1,1,0
1488,P-16-0005|exfarma|62,exfarma,P-16-0005,299,62,010.000.0592.00,ISOSORBIDA TABLETA SUBLINGUAL. Cada tableta contiene: Dinitrato de isosorbida 5 mg. Envase con 20 tabletas sublinguales.,GENERICO,Envase,1,18.58,1,1,0
